CGDID	A19ID	GeneName
C7_02200W_A	orf19.6494	WHI3
C7_02210W_A	orf19.6493	
C7_02220C_A	orf19.6492	
C7_02230W_A	orf19.6491	
C7_02240W_A	orf19.6489	FMP45
C7_02250W_A	orf19.6488	
C7_02260W_A	orf19.6487	
C7_02270W_A	orf19.6486	LDG3
C7_02280W_A	orf19.6484	
C7_02290W_A	orf19.6482	
C7_02300W_A	orf19.6481	YPS7
C7_02310C_A	orf19.6480	
C7_02320W_A	orf19.6479	SEC1
C7_02330W_A	orf19.6478	YCF1
C7_02340C_A	orf19.6477	
C7_02350C_A	orf19.6476	
C7_02360W_A	orf19.6475	
C7_02370W_A	orf19.6474	
C7_02380C_A	orf19.6472	CYP1
C7_02390W_A	orf19.6470	AHP2
C7_02420C_A	orf19.6469	
C7_02430C_A	orf19.6465	
C7_02450W_A	orf19.6464	
C7_02460C_A	orf19.6463	
C7_02470C_A	orf19.6462	
C7_02480W_A	orf19.6461	
C7_02490W_A	orf19.6460	PEX1
C7_02500C_A	orf19.6459	DPP3
C7_02510W_A	orf19.6458.1	
C7_02520W_A	orf19.6458	
C7_02530C_A	orf19.6457	
C7_02540W_A	orf19.6456	
C7_02550C_A	orf19.6455	
C7_02560W_A	orf19.6453	
C7_02570C_A	orf19.6452	RBP1
C7_02600C_A	orf19.2372	
C7_02610C_A	orf19.2371	
C7_02630W_A	orf19.3701	
C7_02640W_A	orf19.3700	TOM70
C7_02650W_A	orf19.3699	TEP1
C7_02660C_A	orf19.3698	
C7_02670W_A	orf19.3697	
C7_02680W_A	orf19.3696	TOM22
C7_02690C_A	orf19.3695	EPT1
C7_02750W_A	orf19.5191	FGR6-1
C7_02760W_A	orf19.5190	
C7_02770W_A	orf19.5188	CHS1
C7_02780W_A	orf19.5184	
C7_02790C_A	orf19.5182	POL3
C7_02800W_A	orf19.5181	NIK1
C7_02810W_A	orf19.5180	PRX1
C7_02830C_A	orf19.5179	LIP5
C7_02840C_A	orf19.5178	ERG5
C7_02850W_A	orf19.5177	
C7_02860C_A	orf19.5175	
C7_02870C_A	orf19.5174	TAF19
C7_02880C_A	orf19.5172	LIP9
C7_02890C_A	orf19.5171	PMT1
C7_02910W_A	orf19.5170	ENA21
C7_02920W_A	orf19.5169	
C7_02930C_A	orf19.5168	
C7_02940C_A	orf19.5167	IFM1
C7_02950C_A	orf19.5166	DBF4
C7_02960C_A	orf19.5165	
C7_02970W_A	orf19.5164	ECM39
C7_02980C_A	orf19.5163	SFI1
C7_02990W_A	orf19.5162	BCK1
C7_03000C_A	orf19.5161	
C7_03010W_A	orf19.5160	
C7_03020C_A	orf19.5159	DUG3
C7_03030W_A	orf19.5158	
C7_03040W_A	orf19.5157	
C7_03050W_A	orf19.5156	
C7_03060C_A	orf19.5155	CHS6
C7_03070C_A	orf19.5148	CYR1
C7_03080W_A	orf19.5147	LMO1
C7_03090C_A	orf19.5145	SSP96
C7_03110W_A	orf19.5144	PGA28
C7_03120W_A	orf19.5143	TIM54
C7_03130C_A	orf19.5142	DFR1
C7_03140W_A	orf19.5141	
C7_03150W_A	orf19.5140	
C7_03160W_A	orf19.5139	
C7_03170W_A	orf19.5138	IFA21
C7_03180C_A	orf19.5137.1	HHO1
C7_03190C_A	orf19.5137	
C7_03200C_A	orf19.5136	
C7_03210W_A	orf19.5134	
C7_03220C_A	orf19.5133	ZCF29
C7_03230C_A	orf19.5132	
C7_03240W_A	orf19.5131	
C7_03250C_A	orf19.5130	PDI1
C7_03260C_A	orf19.5129	
C7_03270W_A	orf19.5126	
C7_03280C_A	orf19.5125	
C7_03290C_A	orf19.5124	RBR3
C7_03300C_A	orf19.1345	LIP8
C7_03310W_A	orf19.1344	
C7_03320C_A	orf19.1343	MED16
C7_03330C_A	orf19.1342	SHM1
C7_03340C_A	orf19.1341	PRR2
C7_03350C_A	orf19.1340	
C7_03360W_A	orf19.1339	CPY1
C7_03370C_A	orf19.1338	
C7_03380W_A	orf19.1336.2	
C7_03390C_A	orf19.1336	PUP3
C7_03400C_A	orf19.1335	
C7_03410C_A	orf19.1334	
C7_03420C_A	orf19.1333	SNG3
C7_03440W_A	orf19.1332	SNG4
C7_03450C_A	orf19.1331	HSM3
C7_03460W_A	orf19.1330	
C7_03470W_A	orf19.6704	
C7_03480W_A	orf19.6705	
C7_03490W_A	orf19.6706	GYP7
C7_03500W_A	orf19.6707	
C7_03520W_A	orf19.6684	PNC1
C7_03530C_A	orf19.6685	ISY1
C7_03540C_A	orf19.6686	ENP2
C7_03550C_A	orf19.6687	
C7_03560W_A	orf19.6688	
C7_03570W_A	orf19.6689	ARG4
C7_03580C_A	orf19.6690	
C7_03590C_A	orf19.6691	
C7_03600W_A	orf19.6692	MNN26
C7_03610C_A	orf19.6693	
C7_03620C_A	orf19.6694	
C7_03630C_A	orf19.6696	TIM9
C7_03640C_A	orf19.6698	
C7_03650W_A	orf19.6699	
C7_03660C_A	orf19.6701	
C7_03670W_A	orf19.6702	DED81
C7_03680W_A	orf19.6703	
C7_03690W_A	orf19.5508	
C7_03700C_A	orf19.5507	ENP1
C7_03710C_A	orf19.5506	PLC1
C7_03720C_A	orf19.5505	HIS7
C7_03730C_A	orf19.5504	
C7_03740C_A	orf19.5503	
C7_03760W_A	orf19.5502	
C7_03770C_A	orf19.5501	YAF9
C7_03780C_A	orf19.7204	
C7_03790W_A	orf19.7203	MRP7
C7_03800W_A	orf19.7202	
C7_03810W_A	orf19.7201	SLA2
C7_03820C_A	orf19.7200	
C7_03830C_A	orf19.7199	
C7_03840W_A	orf19.7198	
C7_03850W_A	orf19.7197	
C7_03860W_A	orf19.7196	
C7_03870W_A	orf19.7195	RAD6
C7_03880C_A	orf19.7194	
C7_03890C_A	orf19.7193	
C7_03900W_A	orf19.7192	
C7_03910W_A	orf19.7190	OGG1
C7_03920C_A	orf19.7188	RPP1B
C7_03930C_A	orf19.7187	MAM33
C7_03940C_A	orf19.7186	CLB4
C7_03950C_A	tL(UAA)5	tL(UAA)5
C7_03960C_A	orf19.7185	UME1
C7_03970C_A	orf19.7184	
C7_03980W_A	orf19.7183	
C7_03990C_A	orf19.7182	
C7_04000W_A	orf19.7181	
C7_04010W_A	orf19.7179	SSQ1
C7_04020C_A	orf19.7178	PRE5
C7_04030C_A	orf19.7177	KAP120
C7_04040C_A	orf19.7176	NPT1
C7_04050W_A	orf19.7175	HLJ1
C7_04060W_A	orf19.7173	
C7_04070C_A	orf19.7170	
C7_04080C_A	orf19.7167	
C7_04090C_A	orf19.7166	
C7_04100C_A	orf19.7165	MED9
C7_04110W_A	orf19.7164	ENV7
C7_04120W_A	orf19.7163	
C7_04130C_A	orf19.7161	SUI3
C7_04140C_A	orf19.7160	
C7_04150W_A	orf19.7159	
C7_04160W_A	orf19.7158	
C7_04170W_A	orf19.7157	
C7_04180W_A	orf19.7156	FAA2-3
C7_04190C_A	orf19.7154	UTP18
C7_04200C_A	orf19.7153	
C7_04210C_A	orf19.7152	
C7_04220W_A	orf19.7151	
C7_04230W_A	orf19.7150	NRG1
C7_04240C_A	orf19.7149	
C7_04250W_A	orf19.7148	TPO2
C7_04260W_A	orf19.7144	
C7_04270C_A	orf19.7141	UFE1
C7_04280C_A	orf19.7140	
C7_04290W_A	orf19.7139	
C7_04300W_A	orf19.7136	SPT6
C7_04310C_A	orf19.7131	
C7_04320W_A	orf19.7130	
C7_04330C_A	orf19.7128	SYS1
C7_04340C_A	orf19.7127.1	
C7_04360C_A	orf19.7127	TLO16
CM_00010W	CaalfMr16	RRNL
CM_00020W	CaalfMt18	tA(UGC)3mt
CM_00030W	CaalfMp01	COX2
CM_00040W	CaalfMt19	tN(GUU)5mt
CM_00050W	CaalfMp02	NAD6
CM_00060W	CaalfMp03	NAD1
CM_00070C	CaalfMp04	COX3A
CM_00080C	CaalfMt20	tK(UUU)6mt
CM_00090W	CaalfMt21	tL(UAA)6mt
CM_00100W	CaalfMt22	tY(GUA)5mt
CM_00110W	CaalfMt23	tH(GUG)4mt
CM_00120W	CaalfMt24	tT(UGU)3mt
CM_00130W	CaalfMt25	tE(UUC)8mt
CM_00140C	CaalfMp05	ATP9
CM_00150C	CaalfMt26	tI(GAU)1mt
CM_00160C	CaalfMp06	ATP6
CM_00170C	CaalfMp07	ATP8
CM_00180C	CaalfMt27	tP(UGG)6mt
CM_00190C	CaalfMt28	tC(GCA)3mt
CM_00200C	CaalfMt29	tG(UCC)3mt
CM_00210W	CaalfMp08	COX1
CM_00220W	CaalfMp08.1	
CM_00230W	CaalfMp08.2	
CM_00240W	CaalfMp08.3	
CM_00250W	CaalfMp08.4	
CM_00260W	CaalfMt30	tR(UCU)6mt
CM_00270W	CaalfMt31	tV(UAC)2mt
CM_00280W	CaalfMt32	tW(UCA)1mt
CM_00290W	CaalfMt33	tF(GAA)6mt
CM_00300W	CaalfMt34	tR(ACG)3mt
CM_00310W	CaalfMp09	NAD2
CM_00320W	CaalfMp10	NAD3
CM_00330W	CaalfMp11	COB
CM_00340W	CaalfMp11.1	
CM_00350W	CaalfMt35	tM(CAU)5mt
CM_00360W	CaalfMr17	RRNS
CM_00370W	CaalfMp12	NAD4L
CM_00380W	CaalfMp13	NAD5
CM_00390W	CaalfMt36	tQ(UUG)6mt
CM_00400W	CaalfMt37	tD(GUC)8mt
CM_00410W	CaalfMt38	tS(GCU)3mt
CM_00420W	CaalfMt39	tS(UGA)4mt
CM_00430W	CaalfMt40	tL(UAG)1mt
CM_00440W	CaalfMp14	NAD4
CM_00450W	CaalfMt41	tM(CAU)6mt
CM_00460C	CaalfMt42	tE(UUC)9mt
CM_00470C	CaalfMt43	tT(UGU)4mt
CM_00480C	CaalfMt44	tH(GUG)5mt
CM_00490C	CaalfMt45	tY(GUA)6mt
CM_00500C	CaalfMt46	tL(UAA)7mt
CM_00510W	CaalfMt47	tK(UUU)7mt
CM_00520W	CaalfMp15	COX3B
CR_00010C_A	orf19.7545	
CR_00020W_A	orf19.7544	TLO1
CR_00030W_A	tL(CAA)6	tL(CAA)6
CR_00040C_A	orf19.7539.1	
CR_00050W_A	orf19.7539	INO2
CR_00060C_A	orf19.7538	
CR_00070W_A	orf19.7537	BNR1
CR_00080W_A	orf19.7534	MIS12
CR_00090C_A	orf19.7531	
CR_00100C_A	orf19.7529	EPL1
CR_00110W_A	orf19.7527	
CR_00120C_A	orf19.7523	MKC1
CR_00130C_A	orf19.7522	
CR_00140W_A	orf19.7521	REP1
CR_00150C_A	orf19.7520	POT1
CR_00160C_A	orf19.7519	
CR_00170W_A	orf19.7518	ZCF38
CR_00180C_A	orf19.7517	CHT1
CR_00190W_A	orf19.7516	NGS1
CR_00200W_A	orf19.7514	PCK1
CR_00210W_A	orf19.7513	ALK2
CR_00220W_A	orf19.7512	
CR_00230W_A	orf19.7511	
CR_00240W_A	orf19.7509.2	LSM6
CR_00250W_A	orf19.7509.1	ATP17
CR_00260W_A	orf19.7510	KIN2
CR_00270C_A	orf19.7507	
CR_00280C_A	orf19.7506	
CR_00290W_A	orf19.7504	
CR_00300W_A	orf19.7503	CDA2
CR_00310C_A	orf19.7502	
CR_00320C_A	orf19.7501	NAP1
CR_00330C_A	orf19.7500	PXA1
CR_00340C_A	orf19.7499.1	
CR_00350W_A	orf19.7499	
CR_00360C_A	orf19.7498	LEU1
CR_00370W_A	orf19.7497	
CR_00380W_A	orf19.7495	
CR_00390W_A	orf19.7494	MMS22
CR_00400C_A	orf19.7492	SWC4
CR_00410W_A	orf19.7491	RTT109
CR_00420W_A	orf19.7490	
CR_00430C_A	orf19.7489.3	
CR_00440C_A	orf19.7489	LRG1
CR_00450C_A	snR35a	
CR_00460C_A	orf19.7488	
CR_00470W_A	orf19.7487	
CR_00480W_A	orf19.7486	MRPL6
CR_00490W_A	orf19.7485	
CR_00500C_A	SNRNAU5	
CR_00510C_A	orf19.7484	ADE1
CR_00520C_A	orf19.7483	CRM1
CR_00530W_A	orf19.7482	
CR_00540C_A	orf19.7481	MDH1
CR_00550W_A	orf19.7480	
CR_00560W_A	orf19.7479	NTH1
CR_00570W_A	orf19.7478	
CR_00580W_A	orf19.7477	YRB1
CR_00590W_A	orf19.7475	PHO81
CR_00600C_A	orf19.7473	
CR_00610W_A	orf19.7472	IFF4
CR_00620C_A	orf19.7469	ARG1
CR_00630W_A	orf19.7468	
CR_00640W_A	orf19.7466	ACC1
CR_00650W_A	orf19.7464	
CR_00660W_A	orf19.7463	
CR_00670C_A	orf19.7460	
CR_00680W_A	orf19.3287	BUD22
CR_00690C_A	orf19.3286	
CR_00700W_A	orf19.3285	
CR_00710C_A	orf19.3283	
CR_00720W_A	orf19.3284	
CR_00730C_A	tT(AGU)3	tT(AGU)3
CR_00740C_A	orf19.3282	BMT3
CR_00750C_A	orf19.3281	
CR_00760C_A	orf19.3279	HYR4
CR_00770W_A	orf19.3280	
CR_00780C_A	orf19.3278	GSY1
CR_00790C_A	orf19.3277	
CR_00800C_A	orf19.3276	PWP2
CR_00810W_A	orf19.3275	
CR_00820C_A	orf19.3273	
CR_00830W_A	orf19.3272	
CR_00840C_A	orf19.3271	
CR_00850C_A	orf19.3269	GSL2
CR_00860C_A	orf19.3268	TMA19
CR_00870C_A	orf19.3267	
CR_00880W_A	orf19.3266	
CR_00890C_A	orf19.3265.1	
CR_00900W_A	orf19.3265	TRM1
CR_00910W_A	orf19.3264.1	
CR_00920W_A	orf19.3264	CCE1
CR_00930W_A	orf19.3263	ATO10
CR_00970W_A	orf19.3261	ATO9
CR_00980C_A	orf19.3260	CAB3
CR_00990W_A	orf19.3259	
CR_01000C_A	orf19.3256	SLN1
CR_01010W_A	orf19.3255	TEN1
CR_01020C_A	orf19.3254	
CR_01030W_A	orf19.3252	DAL81
CR_01040C_A	orf19.3251	ARC19
CR_01050C_A	orf19.3250	
CR_01060W_A	orf19.3249	LAG1
CR_01070W_A	orf19.3248	
CR_01080W_A	orf19.3247	
CR_01090W_A	orf19.3245	
CR_01100C_A	orf19.3244	
CR_01110W_A	orf19.3243	SRP54
CR_01120C_A	orf19.3242	
CR_01130W_A	orf19.3241	
CR_01140C_A	orf19.3240	ERG27
CR_01150C_A	orf19.3239	CTF18
CR_01160W_A	orf19.3238	
CR_01170W_A	orf19.3237	
CR_01180W_A	orf19.3235	
CR_01190C_A	orf19.3234.1	SFT1
CR_01200W_A	orf19.3234	OYE22
CR_01210C_A	orf19.3233	HSE1
CR_01220W_A	orf19.3232	
CR_01230C_A	orf19.3231	CDC27
CR_01240C_A	orf19.3230	BOI2
CR_01250C_A	orf19.3229	
CR_01260W_A	orf19.3228	
CR_01270C_A	orf19.3227	FTH2
CR_01280C_A	orf19.3226	
CR_01290C_A	orf19.3225	CWH43
CR_01300W_A	orf19.3223.1	
CR_01310W_A	orf19.3223	ATP3
CR_01320C_A	orf19.3222	
CR_01330W_A	orf19.3221	CPA2
CR_01340W_A	orf19.2517	
CR_01350C_A	orf19.2518	
CR_01360W_A	orf19.2519	
CR_01370C_A	orf19.2520	
CR_01380W_A	orf19.2521	
CR_01390W_A	orf19.2524	MGE1
CR_01400W_A	orf19.2525	LYS12
CR_01410C_A	orf19.2527	
CR_01420W_A	orf19.2528	
CR_01430W_A	orf19.2529	GPI15
CR_01440C_A	orf19.2529.1	
CR_01450C_A	tL(UAA)2	tL(UAA)2
CR_01460C_A	orf19.2530	
CR_01470W_A	orf19.2531	CSP37
CR_01480W_A	orf19.2532	PRS
CR_01490C_A	orf19.2533.1	
CR_01500W_A	orf19.2534	PIN4
CR_01510C_A	orf19.2537	
CR_01520W_A	orf19.2538	PTC2
CR_01530C_A	orf19.2539	
CR_01540W_A	orf19.2540	SAS3
CR_01550C_A	orf19.2541	
CR_01560W_A	orf19.2542	
CR_01570W_A	orf19.2544	
CR_01580C_A	orf19.2545	DOT6
CR_01590C_A	orf19.2546	TRP2
CR_01600C_A	orf19.2547	
CR_01610C_A	orf19.2549	SHP1
CR_01620C_A	orf19.2551	MET6
CR_01630C_A	orf19.2552	
CR_01640C_A	orf19.2553	
CR_01650W_A	orf19.2555	URA5
CR_01660C_A	orf19.2557	SEC65
CR_01670W_A	orf19.2558	
CR_01680C_A	orf19.2559	CDC4
CR_01690C_A	orf19.2560	CDC60
CR_01700C_A	orf19.2563	
CR_01710W_A	orf19.2564	
CR_01720W_A	orf19.2565	
CR_01730W_A	orf19.2568	IFU5
CR_01740W_A	orf19.2570	MCI4
CR_01750C_A	orf19.2571	SEC4
CR_01760C_A	orf19.2573	FRS1
CR_01770C_A	orf19.2574	
CR_01780W_A	orf19.2575	
CR_01790C_A	orf19.2579	
CR_01800C_A	orf19.2580	HST2
CR_01810C_A	orf19.2581	
CR_01820W_A	orf19.2582	
CR_01830C_A	orf19.2583	PTR2
CR_01870C_A	orf19.2585	
CR_01900C_A	orf19.2587	HNM3
CR_01910C_A	orf19.2590	
CR_01920W_A	orf19.2591	
CR_01930C_A	orf19.2593	BIO2
CR_01950W_A	orf19.2594	
CR_01960C_A	orf19.2597	MRS2
CR_01970C_A	orf19.2598	VMA4
CR_01980C_A	orf19.2599	CRC1
CR_01990C_A	orf19.2600	SPC98
CR_02000C_A	orf19.2601	HEM1
CR_02020C_A	orf19.2602	OPT1
CR_02030C_A	orf19.2604	
CR_02040W_A	orf19.2605	PRK1
CR_02050C_A	orf19.2606	HDA1
CR_02060W_A	orf19.2607	
CR_02070C_A	orf19.2608	ADH5
CR_02080W_A	tL(AAG)1	tL(AAG)1
CR_02090C_A	orf19.2609	CET1
CR_02100C_A	orf19.2610	
CR_02110W_A	orf19.2611	MCM6
CR_02120C_A	orf19.2612	
CR_02130W_A	orf19.2613	ECM4
CR_02140W_A	orf19.2614	RSR1
CR_02150W_A	orf19.2615	MDL1
CR_02160W_A	orf19.2616	UGT51C1
CR_02170W_A	orf19.2618	MET2
CR_02180W_A	orf19.2619	PHO113
CR_02190C_A	orf19.3753	SEF1
CR_02200C_A	orf19.3752	RAD51
CR_02210W_A	orf19.3751	
CR_02220C_A	orf19.3749	OPT3
CR_02230W_A	orf19.3748	
CR_02240C_A	orf19.3746	OPT2
CR_02250C_A	orf19.3744	CEX1
CR_02260C_A	orf19.3743	
CR_02270C_A	orf19.3742	
CR_02280W_A	orf19.3740	PGA23
CR_02290W_A	orf19.3738	PGA22
CR_02300C_A	orf19.3737	
CR_02310C_A	tV(AAC)3	tV(AAC)3
CR_02320W_A	snR71	
CR_02330C_A	orf19.3736	KAR4
CR_02340W_A	orf19.3735	
CR_02350C_A	orf19.3734	GEF2
CR_02360W_A	orf19.3733	IDP2
CR_02370W_A	orf19.3732	ERG25
CR_02380C_A	orf19.3730	
CR_02390W_A	orf19.3728	
CR_02400W_A	orf19.3727	PHO112
CR_02410W_A	orf19.3726	
CR_02420W_A	orf19.3724	
CR_02430C_A	orf19.3722	
CR_02440W_A	orf19.3721	
CR_02460W_A	orf19.3720	
CR_02470W_A	snR33a	
CR_02480W_A	orf19.3719	
CR_02490W_A	orf19.176	OPT4
CR_02500W_A	orf19.175	
CR_02510W_A	orf19.173	
CR_02520W_A	orf19.172	RPC19
CR_02530W_A	orf19.171	DBP2
CR_02540W_A	orf19.169	CHO2
CR_02550C_A	orf19.168	
CR_02560C_A	orf19.166	ASG1
CR_02570C_A	orf19.164	
CR_02580W_A	orf19.163	PAN6
CR_02590C_A	orf19.2818	
CR_02600W_A	orf19.2819	
CR_02610C_A	orf19.2820	
CR_02620C_A	orf19.2821	
CR_02630C_A	orf19.2822	
CR_02640W_A	orf19.2823	RFG1
CR_02650C_A	orf19.2825	DRE2
CR_02660C_A	snR5c	
CR_02670C_A	orf19.2826	
CR_02680W_A	orf19.2827	
CR_02690W_A	orf19.2828	
CR_02700W_A	orf19.2829	
CR_02710W_A	orf19.2830	RRP9
CR_02720C_A	orf19.2831	RPC31
CR_02740W_A	orf19.2832	INN1
CR_02750C_A	orf19.2833	PGA34
CR_02760C_A	orf19.2834	RPD3
CR_02770C_A	orf19.2835	
CR_02780W_A	orf19.2836	
CR_02790C_A	orf19.2837	ALG5
CR_02800C_A	orf19.2838	
CR_02810W_A	orf19.2839	CIRT4B
CR_02820W_A	orf19.2841	PGM2
CR_02850C_A	orf19.2842	GZF3
CR_02860W_A	orf19.2843	RHO1
CR_02870W_A	orf19.2844	APL4
CR_02880W_A	orf19.2846	
CR_02890C_A	orf19.2847	
CR_02910W_A	orf19.2848	
CR_02920C_A	orf19.2849	AQY1
CR_02930W_A	orf19.2850	
CR_02940C_A	orf19.2851	
CR_02950C_A	orf19.2852	
CR_02960W_A	orf19.2853	
CR_02970C_A	orf19.2857	
CR_02980C_A	orf19.2859	SRP40
CR_02990C_A	orf19.2862	RIB1
CR_03000C_A	orf19.2863	
CR_03010C_A	orf19.2863.1	ERV1
CR_03020C_A	orf19.2426	
CR_03030C_A	orf19.2864.1	RPL28
CR_03040C_A	orf19.2425	HGT18
CR_03050C_A	orf19.2423	ZCF11
CR_03060W_A	orf19.2422	ARC1
CR_03070W_A	orf19.2419	DOM34
CR_03080C_A	orf19.2418	
CR_03090C_A	orf19.2416.1	MLC1
CR_03100W_A	orf19.2417	SMC5
CR_03110W_A	orf19.2415	
CR_03120W_A	orf19.2414	
CR_03130W_A	orf19.2412	
CR_03140C_A	orf19.2411	SYN8
CR_03150W_A	orf19.2410	SYS3
CR_03160W_A	orf19.2408	
CR_03170W_A	orf19.2407	DPS1-1
CR_03180W_A	orf19.2406	
CR_03190C_A	SNRNAU1	
CR_03200C_A	orf19.2404	
CR_03210C_A	orf19.2402	SSU72
CR_03220C_A	orf19.2401	
CR_03230W_A	orf19.2400	
CR_03240C_A	orf19.2399	
CR_03250C_A	orf19.2398	
CR_03260W_A	orf19.2397.3	
CR_03270W_A	orf19.2397	
CR_03280W_A	orf19.2396	IFR2
CR_03290C_A	orf19.2395	IME2
CR_03300C_A	orf19.2394	
CR_03310C_A	orf19.2393	
CR_03320C_A	orf19.2392	
CR_03330W_A	orf19.2391	
CR_03340C_A	orf19.2389	
CR_03350C_A	orf19.2387	
CR_03360W_A	orf19.2386	
CR_03370C_A	orf19.2385	KTI12
CR_03380W_A	orf19.2384	MTG1
CR_03390C_A	orf19.2383	YKU80
CR_03400W_A	orf19.2382	
CR_03410W_A	orf19.2381	
CR_03420C_A	orf19.2379	NOT4
CR_03430W_A	orf19.2378	
CR_03440W_A	orf19.2376	
CR_03450W_A	orf19.4384	HXT5
CR_03460W_A	orf19.4388	
CR_03470W_A	orf19.4390	
CR_03480W_A	orf19.4391	
CR_03490W_A	orf19.4392	DEM1
CR_03500W_A	orf19.4393	CIT1
CR_03510W_A	orf19.4394	
CR_03520C_A	orf19.4395	
CR_03530W_A	orf19.4396	
CR_03540W_A	orf19.4398	
CR_03550W_A	orf19.4399	NCS2
CR_03560W_A	orf19.4400	
CR_03570C_A	orf19.4401	YVH1
CR_03580C_A	orf19.4384.1	
CR_03590C_A	orf19.4383	
CR_03600C_A	orf19.4382	
CR_03610C_A	orf19.4381	VTC3
CR_03620C_A	orf19.4380.1	
CR_03630W_A	orf19.4361	IFF3
CR_03640C_A	orf19.4362	
CR_03650W_A	orf19.4363	SGD1
CR_03660C_A	orf19.4365	
CR_03670W_A	orf19.4366	
CR_03680C_A	orf19.4367	SMC1
CR_03690W_A	orf19.4368	
CR_03700C_A	orf19.4369	
CR_03710C_A	orf19.4370	
CR_03720W_A	orf19.4371	TAL1
CR_03730C_A	orf19.4372	
CR_03740C_A	orf19.4373	
CR_03750C_A	orf19.4374	PRP42
CR_03760W_A	orf19.4375	
CR_03770C_A	orf19.4375.1	RPS30
CR_03780C_A	orf19.4376	
CR_03790C_A	orf19.4377	KRE1
CR_03800C_A	orf19.4378	PPH3
CR_03810W_A	orf19.4379	PRP13
CR_03820C_A	orf19.4353	ULP2
CR_03830C_A	orf19.4354	MCM2
CR_03840C_A	orf19.4355	
CR_03850W_A	orf19.4356	HGT3
CR_03860C_A	orf19.4357	
CR_03870W_A	orf19.4358	
CR_03880W_A	orf19.465	IFF9
CR_03890W_A	orf19.467	WOR3
CR_03900W_A	orf19.469	HST7
CR_03910C_A	orf19.470	TAF12L
CR_03920C_A	orf19.473	TPO4
CR_03930C_A	orf19.474	
CR_03940W_A	orf19.475	
CR_03950W_A	orf19.477	
CR_03960C_A	orf19.478	
CR_03970C_A	orf19.479.2	SEC22
CR_03980W_A	orf19.480	
CR_03990C_A	orf19.481	GCD1
CR_04000W_A	orf19.482	RPT4
CR_04010C_A	orf19.484	MRPL40
CR_04020C_A	orf19.485	
CR_04030W_A	orf19.486	NIP100
CR_04040C_A	orf19.487	SPT14
CR_04050C_A	orf19.488	MEX67
CR_04060C_A	orf19.489	DAP1
CR_04070W_A	orf19.490	NAT5
CR_04080C_A	orf19.491	SEC63
CR_04090C_A	orf19.492	ADE17
CR_04100C_A	orf19.493	RPL15A
CR_04110W_A	orf19.494	
CR_04120C_A	orf19.496	
CR_04130C_A	orf19.497	EAF7
CR_04140W_A	orf19.498	
CR_04150W_A	orf19.499	
CR_04160C_A	orf19.500	
CR_04170W_A	orf19.501	
CR_04180C_A	orf19.504	
CR_04190W_A	orf19.505	SRV2
CR_04200W_A	orf19.506	YDJ1
CR_04210C_A	orf19.508	QDR1
CR_04220C_A	orf19.510	
CR_04230W_A	orf19.511	
CR_04240C_A	orf19.512	
CR_04250W_A	orf19.513	RON1
CR_04260W_A	orf19.514	SNP3
CR_04270C_A	orf19.515	
CR_04275W_A	SCR1	SCR1
CR_04280C_A	orf19.516	
CR_04290W_A	orf19.517	HAP31
CR_04300W_A	orf19.518	
CR_04310C_A	orf19.519	
CR_04330W_A	orf19.520	
CR_04340W_A	orf19.522	PIM1
CR_04350C_A	orf19.524	
CR_04360C_A	orf19.526	NHP2
CR_04370W_A	orf19.527	
CR_04380C_A	orf19.528	SEC26
CR_04390C_A	orf19.529	
CR_04400W_A	orf19.529.1	
CR_04410W_A	orf19.530	
CR_04420C_A	orf19.532	RBR2
CR_04430W_A	orf19.533	
CR_04440C_A	orf19.535	RBR1
CR_04450C_A	orf19.536	
CR_04460C_A	orf19.537	
CR_04470W_A	orf19.538	GPI2
CR_04480C_A	orf19.539	LAP3
CR_04490C_A	orf19.540	
CR_04500C_A	orf19.541	
CR_04510W_A	orf19.542	HXK2
CR_04520W_A	orf19.542.2	MIM1
CR_04530W_A	orf19.543	FUM11
CR_04540C_A	orf19.544	RPR2
CR_04550W_A	orf19.544.1	PRE6
CR_04560C_A	orf19.547	
CR_04570C_A	orf19.548	CDC10
CR_04580W_A	orf19.549	
CR_04590C_A	orf19.550	PDX3
CR_04600W_A	orf19.551	
CR_04610C_A	orf19.552	
CR_04620C_A	orf19.553	
CR_04630C_A	orf19.554	DIT2
CR_04640W_A	orf19.1741	DIT1
CR_04650W_A	orf19.1738.1	
CR_04660C_A	orf19.1738	UGP1
CR_04670C_A	orf19.1737	
CR_04680C_A	orf19.1736	
CR_04690C_A	tS(GCU)2	tS(GCU)2
CR_04700C_A	tS(GCU)1	tS(GCU)1
CR_04710W_A	orf19.1735	
CR_04720C_A	orf19.1734	
CR_04730W_A	orf19.6318	
CR_04740C_A	orf19.6317	ADE6
CR_04750W_A	orf19.6316.4	
CR_04760C_A	orf19.6316	
CR_04770C_A	orf19.6315	
CR_04780W_A	orf19.6314	RPB8
CR_04790W_A	orf19.6313.2	MVB12
CR_04800W_A	orf19.6313	MNT4
CR_04810W_A	orf19.6312	RPS3
CR_04820W_A	orf19.6311	
CR_04830C_A	orf19.6310	
CR_04840C_A	orf19.6309	MSS11
CR_04850C_A	orf19.6308	
CR_04860C_A	orf19.6307	
CR_04870C_A	orf19.6306	
CR_04880W_A	orf19.6305	
CR_04890W_A	orf19.6304	LYS5
CR_04900C_A	orf19.6302	PGA39
CR_04910W_A	orf19.1803	CDC43
